user_id,button_name,question_id,question_text,user_answer,timestamp
4,Submit,16,"48. More people became fully vaccinated in the Summer (June, July, August) than ",TRUE,39:13.3
4,Submit,46,49. Vaccines were administered in February.,FALSE,39:24.9
4,Submit,35,50. There were more COVID-related deaths in California in the first half of the ,FALSE,39:37.2
0,Begin Study,NULL,NULL,NULL,16:26.1
7,Claim User ID,NULL,NULL,NULL,16:27.0
7,Begin Prestudy,NULL,NULL,NULL,22:57.2
7,Submit,NULL,What's your age?,22,23:00.5
7,Submit,NULL,What's your major?,Computer Science,23:08.6
7,Submit,NULL,The graph above shows the percentage of people who die from different types of c,25%,23:30.3
7,Submit,NULL,You see two magazines advertisements on separate pages. Each advertisement is fo,Crosicol,24:28.5
7,Submit,NULL,The graph above shows the number of men and women with disease X. The total numb,20,25:03.2
7,Submit,NULL,You see two newspaper advertisements on separate pages. Each advertisement is fo,Nopsorian,25:33.7
7,Start Calibration,NULL,NULL,NULL,25:40.4
7,Begin Main Study,NULL,NULL,NULL,25:46.8
7,Submit,21,1. There were around 3500 people in California hospitalized from COVID in the be,TRUE,26:30.2
7,Submit,28,2. There were less people in California hospitalized from COVID on April 5 in 20,FALSE,27:05.4
7,Submit,45,3. Vaccines were administered in January.,TRUE,27:17.3
7,Submit,41,4. No vaccines had been administered at the beginning of January.,FALSE,27:25.5
7,Submit,2,"5. Between January 7th and January 8th, the number of new cases more than double",FALSE,27:39.5
7,Submit,10,"6. Between January 7th and January 17th, the highest daily count of new COVID ca",TRUE,27:58.9
7,Submit,30,7. There were around 1700 people in California hospitalized from COVID in the en,TRUE,28:21.7
7,Submit,39,8. The number of COVID-related deaths in California in January were trending upw,TRUE,29:04.6
7,Submit,24,9. There were around 1200 people in California hospitalized from COVID in the be,FALSE,29:23.4
7,Submit,11,10. Most of the fully vaccinated population became fully vaccinated in April.,FALSE,29:46.5
7,Submit,17,11. More people became fully vaccinated in July than in February.,TRUE,30:00.5
7,Submit,14,"12. In June, half as many people became fully vaccinated as compared to the amou",FALSE,30:30.5
7,Submit,12,"13. By May, about a quarter of the U.S. population was fully vaccinated.",FALSE,30:44.8
7,Submit,27,14. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,31:11.1
7,Submit,34,15. The day with the highest number of COVID-related deaths in California in Jan,TRUE,31:36.1
7,Submit,43,16. No vaccines had been administered at the beginning of February.,FALSE,31:49.7
7,Submit,22,17. There were around 2100 people in California hospitalized from COVID in the b,TRUE,32:00.9
7,Submit,15,"18. In March, more than double the amount of people became fully vaccinated as c",FALSE,32:14.8
7,Submit,3,"19. On January 16th, the number of new cases was about half that of the day befo",TRUE,32:46.7
7,Submit,47,20. Vaccines began getting administered in March (according to the chart).,TRUE,32:54.6
7,Submit,18,21. More people became fully vaccinated in October than in January.,TRUE,33:00.9
7,Submit,20,22. January was the month with the least amount of full vaccinations completed.,TRUE,33:09.6
7,Submit,4,"23. On January 17th, the number of new cases decreased by more than half that of",FALSE,33:26.4
7,Submit,48,24. Vaccines had been administered before March (according to the chart).,TRUE,33:34.8
7,Submit,1,"25. According to the chart, there was a day (or days) where there were virtually",FALSE,33:43.4
7,Submit,49,26. The total number of vaccines administered at the beginning of March was arou,FALSE,34:00.8
7,Submit,50,27. The total number of vaccines administered at the beginning of March was arou,FALSE,34:14.8
7,Submit,7,"28. Between January 9 and January 10, there were less than 5 new COVID cases.",TRUE,34:23.7
7,Submit,16,"29. More people became fully vaccinated in the Summer (June, July, August) than ",TRUE,34:37.7
7,Submit,31,30. The day with the lowest number of COVID-related deaths in California in Janu,FALSE,35:02.8
7,Submit,9,"31. Between January 13th and January 14th, the number of new COVID cases decline",TRUE,35:11.8
7,Submit,37,32. There were less COVID-related deaths in California in the first half of the ,FALSE,35:42.6
7,Submit,13,"33. By August, at least half of the U.S. population was fully vaccinated.",TRUE,35:53.6
7,Submit,46,34. Vaccines were administered in February.,FALSE,35:59.9
7,Submit,6,"35. On January 12, there were about 250 new cases.",TRUE,36:11.0
7,Submit,32,36. The day with the lowest number of COVID-related deaths in California in Janu,TRUE,36:23.3
7,Submit,33,37. The day with the highest number of COVID-related deaths in California in Jan,FALSE,36:31.1
7,Submit,38,38. There were less COVID-related deaths in California in the second half of the,FALSE,36:40.3
7,Submit,36,39. There were more COVID-related deaths in California in the second half of the,TRUE,36:56.2
7,Submit,19,40. More than half of the U.S. population was fully vaccinated by October.,TRUE,37:01.9
7,Submit,26,41. There were less people in California hospitalized from COVID on April 5 in 2,FALSE,37:26.0
7,Submit,23,42. There were around 2000 people in California hospitalized from COVID in the b,TRUE,37:35.6
7,Submit,42,"43. Around 600,000 total vaccines had been administered at the beginning of Janu",FALSE,37:49.0
7,Submit,8,"44. On January 9, there were about 245,000 new COVID cases.",TRUE,37:57.2
7,Submit,5,"45. From January 7 to January 17, the number of new cases generally declined.",TRUE,38:20.4
7,Submit,29,46. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,38:33.1
7,Submit,40,47. The number of COVID-related deaths in California in January were trending do,FALSE,38:39.7
7,Submit,25,48. There were around the same number of people in California hospitalized from ,TRUE,38:51.1
7,Submit,35,49. There were more COVID-related deaths in California in the first half of the ,FALSE,39:09.2
7,Submit,44,"50. Around 4,500,000 total vaccines had been administered at the beginning of Fe",TRUE,39:15.9
0,Begin Study,NULL,NULL,NULL,14:31.2
8,Claim User ID,NULL,NULL,NULL,14:32.2
8,Begin Prestudy,NULL,NULL,NULL,14:33.2
8,Submit,NULL,What's your age?,21,14:40.1
8,Submit,NULL,What's your major?,Computer Science,14:47.1
8,Submit,NULL,The graph above shows the percentage of people who die from different types of c,NULL,14:48.6
8,Submit,NULL,The graph above shows the percentage of people who die from different types of c,25,15:02.2
8,Submit,NULL,You see two magazines advertisements on separate pages. Each advertisement is fo,They are equal,15:56.3
8,Submit,NULL,The graph above shows the number of men and women with disease X. The total numb,20,16:17.4
8,Submit,NULL,You see two newspaper advertisements on separate pages. Each advertisement is fo,Nopsorian,16:40.2
8,Start Calibration,NULL,NULL,NULL,16:42.0
8,Begin Main Study,NULL,NULL,NULL,16:47.8
8,Submit,3,"1. On January 16th, the number of new cases was about half that of the day befor",FALSE,17:01.7
8,Submit,41,2. No vaccines had been administered at the beginning of January.,FALSE,17:11.1
8,Submit,17,3. More people became fully vaccinated in July than in February.,FALSE,17:23.8
8,Submit,13,"4. By August, at least half of the U.S. population was fully vaccinated.",TRUE,17:29.1
8,Submit,39,5. The number of COVID-related deaths in California in January were trending upw,FALSE,17:53.9
8,Submit,12,"6. By May, about a quarter of the U.S. population was fully vaccinated.",FALSE,18:07.1
8,Submit,45,7. Vaccines were administered in January.,TRUE,18:12.8
8,Submit,30,8. There were around 1700 people in California hospitalized from COVID in the en,TRUE,18:41.1
8,Submit,47,9. Vaccines began getting administered in March (according to the chart).,FALSE,18:49.0
8,Submit,37,10. There were less COVID-related deaths in California in the first half of the ,TRUE,19:01.1
8,Submit,26,11. There were less people in California hospitalized from COVID on April 5 in 2,FALSE,19:24.2
8,Submit,29,12. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,19:41.3
8,Submit,49,13. The total number of vaccines administered at the beginning of March was arou,FALSE,19:52.8
8,Submit,16,"14. More people became fully vaccinated in the Summer (June, July, August) than ",FALSE,20:17.3
8,Submit,2,"15. Between January 7th and January 8th, the number of new cases more than doubl",FALSE,20:32.7
8,Submit,32,16. The day with the lowest number of COVID-related deaths in California in Janu,TRUE,20:46.6
8,Submit,34,17. The day with the highest number of COVID-related deaths in California in Jan,TRUE,20:53.7
8,Submit,1,"18. According to the chart, there was a day (or days) where there were virtually",FALSE,21:00.9
8,Submit,42,"19. Around 600,000 total vaccines had been administered at the beginning of Janu",FALSE,21:09.5
8,Submit,20,20. January was the month with the least amount of full vaccinations completed.,TRUE,21:14.4
8,Submit,4,"21. On January 17th, the number of new cases decreased by more than half that of",FALSE,21:24.0
8,Submit,15,"22. In March, more than double the amount of people became fully vaccinated as c",FALSE,21:39.1
8,Submit,36,23. There were more COVID-related deaths in California in the second half of the,TRUE,21:45.1
8,Submit,33,24. The day with the highest number of COVID-related deaths in California in Jan,FALSE,21:51.0
8,Submit,6,"25. On January 12, there were about 250 new cases.",TRUE,22:01.9
8,Submit,8,"26. On January 9, there were about 245,000 new COVID cases.",TRUE,22:17.0
8,Submit,43,27. No vaccines had been administered at the beginning of February.,FALSE,22:26.0
8,Submit,7,"28. Between January 9 and January 10, there were less than 5 new COVID cases.",FALSE,22:34.9
8,Submit,38,29. There were less COVID-related deaths in California in the second half of the,TRUE,22:41.4
8,Submit,18,30. More people became fully vaccinated in October than in January.,TRUE,22:51.3
8,Submit,9,"31. Between January 13th and January 14th, the number of new COVID cases decline",TRUE,23:11.1
8,Submit,28,32. There were less people in California hospitalized from COVID on April 5 in 2,FALSE,23:27.4
8,Submit,21,33. There were around 3500 people in California hospitalized from COVID in the b,TRUE,23:36.5
8,Submit,5,"34. From January 7 to January 17, the number of new cases generally declined.",TRUE,23:46.0
8,Submit,48,35. Vaccines had been administered before March (according to the chart).,TRUE,23:52.8
8,Submit,19,36. More than half of the U.S. population was fully vaccinated by October.,TRUE,23:58.3
8,Submit,31,37. The day with the lowest number of COVID-related deaths in California in Janu,FALSE,24:03.7
8,Submit,22,38. There were around 2100 people in California hospitalized from COVID in the b,TRUE,24:20.7
8,Submit,27,39. There were more people in California hospitalized from COVID on April 5 in 2,FALSE,24:34.1
8,Submit,23,40. There were around 2000 people in California hospitalized from COVID in the b,TRUE,24:50.1
8,Submit,50,41. The total number of vaccines administered at the beginning of March was arou,FALSE,25:04.1
8,Submit,46,42. Vaccines were administered in February.,FALSE,25:07.7
8,Submit,11,43. Most of the fully vaccinated population became fully vaccinated in April.,FALSE,25:27.3
8,Submit,10,"44. Between January 7th and January 17th, the highest daily count of new COVID c",TRUE,25:47.5
8,Submit,25,45. There were around the same number of people in California hospitalized from ,TRUE,25:55.5
8,Submit,44,"46. Around 4,500,000 total vaccines had been administered at the beginning of Fe",TRUE,26:04.4
8,Submit,35,47. There were more COVID-related deaths in California in the first half of the ,FALSE,26:09.1
8,Submit,24,48. There were around 1200 people in California hospitalized from COVID in the b,FALSE,26:23.7
8,Submit,40,49. The number of COVID-related deaths in California in January were trending do,TRUE,26:34.1
8,Submit,14,"50. In June, half as many people became fully vaccinated as compared to the amou",TRUE,26:50.0
0,Begin Study,NULL,NULL,NULL,10:35.0
9,Claim User ID,NULL,NULL,NULL,10:36.7
9,Begin Prestudy,NULL,NULL,NULL,28:01.8
9,Submit,NULL,What's your age?,26,28:12.2
9,Submit,NULL,What's your major?,Computer Science,28:18.9
9,Submit,NULL,The graph above shows the percentage of people who die from different types of c,25%,28:53.3
9,Submit,NULL,You see two magazines advertisements on separate pages. Each advertisement is fo,They are equal,29:41.8
9,Submit,NULL,The graph above shows the number of men and women with disease X. The total numb,20,30:12.0
9,Submit,NULL,You see two newspaper advertisements on separate pages. Each advertisement is fo,Nopsorian,30:48.6
9,Start Calibration,NULL,NULL,NULL,30:56.4
9,Begin Main Study,NULL,NULL,NULL,31:02.6
9,Submit,36,1. There were more COVID-related deaths in California in the second half of the ,FALSE,31:15.5
9,Submit,17,2. More people became fully vaccinated in July than in February.,TRUE,31:26.3
9,Submit,39,3. The number of COVID-related deaths in California in January were trending upw,FALSE,31:38.5
9,Submit,5,"4. From January 7 to January 17, the number of new cases generally declined.",TRUE,32:00.4
9,Submit,28,5. There were less people in California hospitalized from COVID on April 5 in 20,FALSE,33:17.9
9,Submit,25,6. There were around the same number of people in California hospitalized from C,FALSE,33:33.6
9,Submit,24,7. There were around 1200 people in California hospitalized from COVID in the be,FALSE,33:41.0
9,Submit,10,"8. Between January 7th and January 17th, the highest daily count of new COVID ca",TRUE,34:02.4
9,Submit,43,9. No vaccines had been administered at the beginning of February.,FALSE,34:19.4
9,Submit,45,10. Vaccines were administered in January.,TRUE,34:27.2
9,Submit,33,11. The day with the highest number of COVID-related deaths in California in Jan,FALSE,34:57.0
9,Submit,15,"12. In March, more than double the amount of people became fully vaccinated as c",FALSE,35:33.7
9,Submit,11,13. Most of the fully vaccinated population became fully vaccinated in April.,FALSE,35:48.9
9,Submit,50,14. The total number of vaccines administered at the beginning of March was arou,FALSE,36:01.9
9,Submit,1,"15. According to the chart, there was a day (or days) where there were virtually",FALSE,36:15.2
9,Submit,19,16. More than half of the U.S. population was fully vaccinated by October.,TRUE,36:25.8
9,Submit,26,17. There were less people in California hospitalized from COVID on April 5 in 2,TRUE,36:51.5
9,Submit,47,18. Vaccines began getting administered in March (according to the chart).,TRUE,37:01.3
9,Submit,41,19. No vaccines had been administered at the beginning of January.,FALSE,37:06.0
9,Submit,23,20. There were around 2000 people in California hospitalized from COVID in the b,FALSE,37:19.5
9,Submit,48,21. Vaccines had been administered before March (according to the chart).,TRUE,37:24.5
9,Submit,37,22. There were less COVID-related deaths in California in the first half of the ,TRUE,37:33.7
